Database;Author;Year;Journal;Article Title;Keyword Found;Link to pdf;Is it a revelvant academic journal paper?;Reason;Is it not a duplicate?;Reason;Is it still relevant after reading At & KW & C?;Reason;Is it still relevant after reading the whole article?;Reason;Description
Google Scholar;Xiao, Y et al.;2020;Preprint: arXiv preprint arXiv:2010.00176;Towards Self-learning Edge Intelligence in 6G;Edge Intelligence;https://arxiv.org/pdf/2010.00176.pdf;1;;1;;1;;1;;edge native AI in 6G, Application: campus shuttle 
Google Scholar;Pan, S et al.;2020;IEEE Transactions on Intelligent Transportation Systems;Edge Intelligence Empowered Urban Traffic Monitoring: A Network Tomography Perspective;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Wang, L et al.;2020;IEEE Wireless Communications;Edge Intelligence for Mission Cognitive Wireless Emergency Networks;Edge Intelligence;https://sci-hub.st/10.1109/mwc.001.1900418;1;;1;;0;three-layer edge, cloud architecture ;;;
Google Scholar;Sigwele, T et al.;2018;BOOK: 2018 IEEE 6th International Conference on Future Internet of Things and Cloud (FiCloud);An intelligent edge computing based semantic gateway for healthcare systems interoperability and collaboration;Intelligent Edge;https://bradscholars.brad.ac.uk/bitstream/handle/10454/17552/AnIntelligentEdgeCBSGforHealthcareSIC.pdf?sequence=2;1;;1;;1;;0;System architecture comprises cloud layer;
Google Scholar;Wang, T et al.;2020;IEEE Network;An Intelligent Edge-Computing-Based Method to Counter Coupling Problems in Cyber-Physical Systems;Intelligent Edge;https://sci-hub.st/10.1109/mnet.011.1900251;1;;1;;1;;1;;Coupling problem algorithms
Google Scholar;Yang, X et al.;2020;Journal of Communications and Information Networks;Sparse Optimization for Green Edge AI Inference;Edge AI;https://arxiv.org/pdf/2002.10080.pdf;1;;1;;1;;1;;Engergy efficiency for model inference
Google Scholar;Skatchkovsky, N et al.;2020;BOOK: ICASSP 2020-2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP);Federated Neuromorphic Learning of Spiking Neural Networks for Low-Power Edge Intelligence;Edge Intelligence;https://arxiv.org/pdf/1910.09594;1;;1;;1;;1;;FL-based learning rule for networked on-device SNNs
Google Scholar;Liu, CH et al.;2019;Energies;Modeling and Integrating PV Stations into IEC 61850 XMPP Intelligent Edge Computing Gateway;Intelligent Edge;https://www.mdpi.com/1996-1073/12/8/1442/pdf;1;;1;;0;Edge computing approach;;;
Google Scholar;Gamanayake, CM et al. ;2020;IEEE Journal of Selected Topics in Signal Processing;Cluster Pruning: An Efficient Filter Pruning Method for Edge AI Vision Applications;Edge AI;https://arxiv.org/pdf/2003.02449;1;;1;;1;;1;;CNN Computer vision, filter pruning = loss of accuracy
Google Scholar;Xia, J et al.;2020;IEEE Internet of Things Journal;A QoE-Aware Service Enhancement Strategy for Edge Artificial Intelligence Applications;Edge Artificial Intelligence;https://sci-hub.st/10.1109/jiot.2020.2996422;1;;1;;1;;1;;task allocation and schedule
Google Scholar;Qian, Y et al.;2020;Preprint: arXiv preprint arXiv:2009.10537;EI-MTD: Moving Target Defense for Edge Intelligence against Adversarial Attacks;Edge Intelligence;https://arxiv.org/pdf/2009.10537;1;;1;;0;Cloud data centre;;;
Google Scholar;Romaszkan, W et al. ;2020;ACM Transactions on Embedded Computing Systems (TECS);3PXNet: Pruned-Permuted-Packed XNOR Networks for Edge Machine Learning;Edge Machine Learning;https://dl.acm.org/doi/pdf/10.1145/3371157;1;;1;;1;;1;;3PXNet, mini models for accuarcy 
Google Scholar;Hung, JM et al.;2020;IEEE Transactions on Electron Devices;Challenges and Trends in Developing Nonvolatile Memory-Enabled Computing Chips for Intelligent Edge Devices;Intelligent Edge;https://sci-hub.st/10.1109/ted.2020.2976115;1;;1;;1;;1;;Memory-enabled computing
Google Scholar;Ma, L et al.;2020;IEEE Internet of Things Journal;Federated Data Cleaning: Collaborative and Privacy-Preserving Data Cleaning for Edge Intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Liu, D et al.;2020;IEEE Open Journal of the Communications Society;HierTrain: Fast Hierarchical Edge AI Learning with Hybrid Parallelism in Mobile-Edge-Cloud Computing;Edge AI;https://ieeexplore.ieee.org/iel7/8782661/8816718/09094236.pdf;1;;1;;1;;0;Training on edge, cloud, device;
Google Scholar;Zhang, J et al.;2020;IEEE Transactions on Dependable and Secure Computing;Leakage-Resilient Authenticated Key Exchange for Edge Artificial Intelligence;Edge Artificial Intelligence;https://sci-hub.st/10.1109/tdsc.2020.2967703;1;;1;;1;;1;;Protocol to enable edge ai security
Google Scholar;Zhao, Z et al.;2020;China Communications;Edge artificial intelligence in 6G systems: Theory, key techniques, and applications;Edge Artificial Intelligence;https://sci-hub.st/10.23919/jcc.2020.9190124;1;;1;;0;Guest editorial;;;
Google Scholar;Wolf, Marilyn;2019;BOOK: 019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS);Machine Learning + Distributed IoT= Edge Intelligence;Edge Intelligence;https://sci-hub.st/10.1109/icdcs.2019.00170;1;;1;;1;;0;;Challenges ml on cloud, WHY DISTRIBUTED IOT?
Google Scholar;Hu, H et al.;2020;IEEE Network;Edge Intelligence for Real-Time Data Analytics in an IoT-Based Smart Metering System;Edge Intelligence;https://sci-hub.st/10.1109/mnet.011.2000039;1;;1;;1;;0;cloud-edge collaboration schemes;
Google Scholar;Skatchkovsky, N et al.;2020;Preprint: arXiv preprint arXiv:2009.01527;End-to-End Learning of Neuromorphic Wireless Systems for Low-Power Edge Artificial Intelligence;Edge Artificial Intelligence;https://arxiv.org/pdf/2009.01527;1;;1;;1;;0;No mention of edge intelligence;
Google Scholar;Qu, X et al.;2020;Computer Communications;Privacy-preserving model training architecture for intelligent edge computing;Intelligent Edge;https://sci-hub.st/10.1016/j.comcom.2020.07.045;1;;1;;1;;0;Framework two-phase edge intelligent computing, prelearning on cloud;
Google Scholar;Li, Y et al.;2019;Preprint: arXiv preprint arXiv:1912.07902;Asynchronous Federated Learning with Differential Privacy for Edge Intelligence;Edge Intelligence;https://arxiv.org/pdf/1912.07902.pdf;1;;1;;1;;0;edge-cloud collaborative federated learning;
Google Scholar;Larras, B et al.;2020;IEEE Journal on Emerging and Selected Topics in Circuits and Systems;On the Distribution of Clique-Based Neural Networks for Edge AI;Edge AI;https://sci-hub.st/10.1109/jetcas.2020.3023481;1;;1;;1;;1;;"a reduction of the number of transmitted bits, distributed CBNNs"
Google Scholar;Jia, W et al.;2019;ACM Transactions on Intelligent Systems and Technology;Special Issue on Intelligent Edge Computing for Cyber Physical and Cloud Systems;Intelligent Edge;https://sci-hub.st/https://dl.acm.org/doi/10.1145/3372277;0;NOT A JOURNAL PAPER;;;;;;;
Google Scholar;Enokido, T et al.;2020;-;Intelligent Edge, Fog and Internet of Things (IoT)-based Services;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Xia, W et al.;2020;IEEE Vehicular Technology Magazine;Mobile Edge Cloud-Based Industrial Internet of Things: Improving Edge Intelligence With Hierarchical SDN Controllers;Edge Intelligence;https://sci-hub.st/10.1109/mvt.2019.2952674;1;;1;;0;cloud-edge collaboration schemes;;;
Google Scholar;Battistoni, P et al.;2019;BOOK: 2019 IEEE International Conference on Humanized Computing and Communication;AI at the Edge for Sign Language Learning Support;AI at the Edge;https://www.researchgate.net/profile/Marianna_Di_Gregorio/publication/338452692_AI_at_the_Edge_for_Sign_Language_Learning_Support/links/5e68f22d92851c7ce05b9b63/AI-at-the-Edge-for-Sign-Language-Learning-Support.pdf;1;;1;;1;;0;libaries for edge deep learning, however training happens on cloud, then calibration;libaries for edge deep learning,
Google Scholar;Wu, F et al.;2020;IEEE Internet of Things Journal;An Adaptive Dual Prediction Scheme Based on Edge Intelligence;Edge Intelligence;https://sci-hub.st/10.1109/jiot.2020.2997795;1;;1;;1;;0;prediction happens on cloud layer;
Google Scholar;Florian, V et al.;2018;Studies in Informatics and Control;Towards an IoT Platform with Edge Intelligence Capabilities;Edge Intelligence;https://www.researchgate.net/profile/Gabriel_Neagu/publication/324239910_Towards_an_IoT_Platform_with_Edge_Intelligence_Capabilities/links/5c3caa0c92851c22a37492e2/Towards-an-IoT-Platform-with-Edge-Intelligence-Capabilities.pdf;1;;1;;1;;0;approach not validated;
Google Scholar;Alaslani, M et al.;2018;BOOK: 2018 IEEE International Conference on Communications (ICC);Intelligent edge: An instantaneous detection of iot traffic load;Intelligent Edge;https://repository.kaust.edu.sa/bitstream/handle/10754/631292/IntelligentEdgeICC.pdf?sequence=1;1;;1;;1;;1;;identify high network load
Google Scholar;Qu, Y et al.;2020;Preprint: arXiv preprint arXiv:2007.13054;Empowering the Edge Intelligence by Air-Ground Integrated Federated Learning in 6G Networks;Edge Intelligence;https://arxiv.org/pdf/2007.13054.pdf;1;;1;;1;;1;;collaborativly train a learning model
Google Scholar;Keshavarzi, A et al.;2020;IEEE Micro;FerroElectronics for Edge Intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Kuo, JL et al.;2018;BOOK: 2018 IEEE Symposium on VLSI Technology;An energy efficient FinFET-based field programmable synapse array (FPSA) feasible for one-shot learning on edge AI;Edge AI;https://sci-hub.st/10.1109/vlsit.2018.8510706;1;;1;;1;;0;Proposed methodolgy for learning includes learning on cloud;
Google Scholar;Liu, J et al.;2020;IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems;Binarizing Weights Wisely for Edge Intelligence: Guide for Partial Binarization of Deconvolution-Based Generators;Edge Intelligence;https://sci-hub.st/10.1109/tcad.2020.2983370;1;;1;;0;Mainly GAN development;;;
Google Scholar;Kim, K et al.;2019;BOOK: 2019 21st International Conference on Advanced Communication Technology (ICACT);Autonomous network traffic control system based on intelligent edge computing;Intelligent Edge;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8701939&casa_token=26PByb7v2LkAAAAA:K6pbBYXNpTSbFbjW5eGY79UAtCqgiFl94ipaVrYDPAStBa-j6Gl_AATGP_98Zrs17pQdxc8dHw&tag=1;1;;1;;1;;0;Proposed methodolgy for computing not for learning;
Google Scholar;Yang, K et al.;2020;Preprint: arXiv preprint arXiv:2004.13351;Communication-Efficient Edge AI Inference Over Wireless Networks;Edge AI;https://arxiv.org/pdf/2004.13351;1;;1;;1;;1;;communication-efficient designs for edge inference
Google Scholar;Huang, YD et al.;2019;BOOK: 2019 IEEE Biomedical Circuits and Systems Conference (BioCAS);An edge AI system-on-chip design with customized convolutional-neural-network architecture for real-time EEG-based affective computing system;Edge AI;https://sci-hub.st/10.1109/biocas.2019.8919038;1;;1;;1;;1;;on chip training
Google Scholar;Hong, SW et al.;2019;Electronics and Telecommunications Trends;Technologies of Intelligent Edge Computing and Networking;Intelligent Edge;https://www.koreascience.or.kr/article/JAKO201952261948117.pdf;1;;1;;0;Not English;;;
Google Scholar;Kaneko, T et al.;2019;Nonlinear Theory and Its Applications, IEICE;A study on a low power optimization algorithm for an edge-AI device;Edge AI;https://www.jstage.jst.go.jp/article/nolta/10/4/10_373/_pdf;1;;1;;1;;1;;training algorithm for edge AI
Google Scholar;Hui, Y et al.;2019;BOOK: International Symposium on Benchmarking, Measuring and Optimization;Early Experience in Benchmarking Edge AI Processors with Object Detection Workloads;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Kolomvatsos, K et al.;2020;Preprint: arXiv preprint arXiv:2008.05427;An Intelligent Edge-Centric Queries Allocation Scheme based on Ensemble Models;Intelligent Edge;https://arxiv.org/pdf/2008.05427;1;;1;;1;;1;;allocates the incoming queries
Google Scholar;Liang, Q et al.;2020;Preprint: arXiv preprint arXiv:2003.12488;AI on the Edge: Rethinking AI-based IoT Applications Using Specialized Edge Architectures;AI on the Edge;https://arxiv.org/pdf/2003.12488.pdf;1;;1;;1;;1;;Testing workloads on edge architectures
Google Scholar;Chen, TC et al.;2019;BOOK: 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS);NeuroPilot: A Cross-Platform Framework for Edge-AI;Edge AI;https://sci-hub.st/10.1109/aicas.2019.8771536;1;;1;;1;;1;;framework for edge ai
Google Scholar;Hu, Y et al.;2017;IIC Journal of Innovation;Edge Intelligence: The Central Cloud is Dead–Long Live the Edge Cloud;Edge Intelligence;https://www.iiconsortium.org/news/joi-articles/2017-Sept-Edge_Intel_The_central_cloud_is_dead-long_live_edge_cloud_JOI.pdf;1;;1;;0;Doesnt meet prerequisites of a journal paper (no citation);;;
Google Scholar;Chaabouni, N et al. ;2020;BOOK: NOMS 2020-2020 IEEE/IFIP Network Operations and Management Symposium;A OneM2M Intrusion Detection and Prevention System based on Edge Machine Learning;Edge Machine Learning;https://sci-hub.st/10.1109/noms47738.2020.9110473;1;;1;;1;;0;mainly machine learning for intrusion;
Google Scholar;Aizenberg, I et al.;2011;BOOK: Image Processing: Algorithms and Systems IX;Intelligent edge enhancement using multilayer neural network based on multi-valued neurons;Intelligent Edge;https://sci-hub.st/10.1117/12.872263;1;;1;;0;edge detection ;;;
Google Scholar;Munir, MS et al.;2019;BOOK: Korea Computer Congress 2019 (KCC 2019);Towards Edge Intelligence: Real-Time Driver Safety in Smart Transportation System;Edge Intelligence;http://networking.khu.ac.kr/gallery/entry/document_srl/141/page/1/layouts/net/publications/data/KCC2019/23.%20munir-kcc2019.pdf;1;;1;;0;Doesnt meet prerequisites of a journal paper (3 pages/8 citation);;;
Google Scholar;Thar, K et al.;2019;한국정보과학회 학술발표논문집;Edge AI Assists Smart Package Delivery Management for Smart City;Edge AI;http://163.180.116.116/layouts/net/publications/data/KCC2019/2.%20kyithar-kcc2019.pdf;0;NOT ENGLISH;;;;;;;
Google Scholar;Centenaro, M et al.;2020;IEEE Vehicular Technology Magazine;Predictive Voice-Over-Internet Protocol Fallback Over Vehicular Channels: Employing Artificial Intelligence at the Edge of 5G Networks;Artificial Intelligence at the Edge;https://sci-hub.st/10.1109/mvt.2020.2979082;1;;1;;1;;0;Proposed VoIP architecture relies on cloud integration;
Google Scholar;Pattanayak, AS et al.;2020;IEEE Sensors Journal;Development of Chemical Oxygen on Demand (COD) Soft Sensor using Edge Intelligence;Edge Intelligence;https://sci-hub.st/10.1109/jsen.2020.3010134;1;;1;;1;;0;Proposed architecture includes model files provided from cloud;
Google Scholar;Porambage, P et al.;2019;The 1st 6G Wireless Summit,(Levi, Finland);Sec-EdgeAI: AI for edge security Vs security for edge AI;Edge AI;https://www.researchgate.net/profile/Madhusanka_Liyanage/publication/330838792_Sec-EdgeAI_AI_for_Edge_Security_Vs_Security_for_Edge_AI/links/5c567a3392851c22a3a4bc8f/Sec-EdgeAI-AI-for-Edge-Security-Vs-Security-for-Edge-AI.pdf;1;;1;;0;Doesnt meet prerequisites of a journal paper (2 pages/7 citation);;;
Google Scholar;Qin, Z et al.;2019;Preprint: arXiv preprint arXiv:1910.03122;Task-adaptive incremental learning for intelligent edge devices;Intelligent Edge;https://arxiv.org/pdf/1910.03122;1;;1;;0;;;;
Google Scholar;Lodhi, AH et al.;2020;Preprint: arXiv preprint arXiv:2008.00824;State-of-the-art Techniques in Deep Edge Intelligence;Edge Intelligence;https://arxiv.org/pdf/2008.00824.pdf;1;;1;;1;;1;;"Survey; Federated Learning, Distributed Computation, Compression Schemes and Conditional Computation"
Google Scholar;Huang, Zhenqiu;2016;PHD Thesis;Progression and Edge Intelligence Framework for IoT Systems;Edge Intelligence;https://escholarship.org/content/qt1x22c9wg/qt1x22c9wg.pdf;0;PHD THESIS;;;;;;;
Google Scholar;Hagiwara, K et al. ;2018;BOOK: 2018 IEEE Symposium in Low-Power and High-Speed Chips (COOL CHIPS);A two-stage-pipeline CPU of SH-2 architecture implemented on FPGA and SoC for IoT, edge AI and robotic applications;Edge AI;https://sci-hub.st/10.1109/coolchips.2018.8373084;1;;1;;0;Doesnt meet prerequisites of a journal paper (1,5 pages/10 citation);;;
Google Scholar;Doku, R;2020;BOOK: 2020 IEEE 6th Intl Conference on Big Data Security on Cloud (BigDataSecurity), IEEE Intl Conference on High Performance and Smart Computing,(HPSC) and IEEE Intl Conference on Intelligent Data and Security (IDS);IFLBC: On the Edge Intelligence Using Federated Learning Blockchain Network;Edge Intelligence;https://sci-hub.st/10.1109/bigdatasecurity-hpsc-ids49724.2020.00047;1;;1;;1;;1;;blockchain technology and federated learning, privacy and security
Google Scholar;Chung, HM et al.;2020;Preprint: arXiv preprint arXiv:2009.11256;Edge Intelligence Empowered UAVs for Automated Wind Farm Monitoring in Smart Grids;Edge Intelligence;https://arxiv.org/pdf/2009.11256;1;;1;;1;;0;Pretrained models deployed;
Google Scholar;Levisse, A et al.;2020;BOOK: ICASSP 2020-2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP);Exploration Methodology for BTI-Induced Failures on RRAM-Based Edge AI Systems;Edge AI;https://infoscience.epfl.ch/record/274250/files/ICASSP_VF.pdf;1;;1;;0;Mainly machine learning approach explantion;;;
Google Scholar;Wang, J et al.;2020;BOOK: 2020 IEEE Symposium on VLSI Circuits;1.03 pW/b Ultra-Low Leakage Voltage-Stacked SRAM for Intelligent Edge Processors;Intelligent Edge;http://blaauw.engin.umich.edu/wp-content/uploads/sites/342/2020/08/1.03pW_b-Ultra-Low-Leakage-Voltage-Stacked-SRAM-for-Intelligent-Edge-Processors.pdf;1;;1;;0;Not a Journal Paper and not relevant;;;
Google Scholar;Zhou, Z et al.;2019;BOOK: International Conference on Provable Security;On-demand Privacy Preservation for Cost-Efficient Edge Intelligence Model Training;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Flores, Huber;2020;BOOK: 2020 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops);Edge Intelligence Enabled by Multi-Device Systems:(PerCrowd 2020 Panel);Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Hill, R et al. ;2020;Advances in Edge Computing: Massive Parallel Processing and Applications;Edge Intelligence and the Industrial Internet of Things;Edge Intelligence;https://pure.hud.ac.uk/ws/files/18865074/IOS_Press_Chapter_Edge_Intelligence_2.pdf;1;;1;;1;;0;Prediction in architecture happens on cloud;
Google Scholar;Merluzzi, M et al.;2020;BOOK: ICASSP 2020-2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP);Dynamic Resource Allocation for Wireless Edge Machine Learning with Latency And Accuracy Guarantees;Edge Machine Learning;https://sci-hub.st/10.1109/icassp40776.2020.9052927;1;;1;;0;Algorithm development;;;
Google Scholar;Sachdev, Raj;2020;BOOK: 2020 Fifth International Conference on Fog and Mobile Edge Computing (FMEC);Towards Security and Privacy for Edge AI in IoT/IoE based Digital Marketing Environments;Edge AI;http://emergingtechnet.org/FMECProceedings~del/FMECpackingList/62_AIEC2020_RC_04.pdf;1;;1;;0;Only privacy and security issues of edge intelligence;;;
Google Scholar;Pan, J et al.;2020;IEEE Transactions on Circuits and Systems II: Express Briefs;A Wireless Multi-Channel Capacitive Sensor System for Efficient Glove-Based Gesture Recognition With AI at the Edge;AI at the Edge;https://sci-hub.st/10.1109/tcsii.2020.3010318;1;;1;;1;;1;;"Reduction of sensing data, Application: Glove-based Gesture Recognition with AI"
Google Scholar;Zaid, M et al.;2020;BOOK: Integration of WSN and IoT for Smart Cities;Toward Smart Urban Development Through Intelligent Edge Analytics;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Chen, S et al.;2019;BOOK: 2019 IEEE 19th International Conference on Communication Technology (ICCT);EDGE AI for Heterogeneous and Massive IoT Networks;Edge AI;https://sci-hub.st/10.1109/icct46805.2019.8947193;1;;1;;1;;1;;Application: Park Iot Network
Google Scholar;Bołtuć Piotr;2020;Journal of Artificial Intelligence and Consciousness;Conscious AI at the Edge of Chaos;AI at the Edge;https://www.worldscientific.com/doi/pdf/10.1142/S2705078520500010;1;;1;;0;Not relevant;;;
Google Scholar;Miscuglio, M et al.;2020;BOOK: Integrated Photonics Research, Silicon and Nanophotonics;Intelligent edge processing with photonic multilevel memory;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Sun, Z et al.;2020;BOOK: ICC 2020-2020 IEEE International Conference on Communications (ICC);Edge Intelligence: Distributed Task Offloading and Service Management under Uncertainty;Edge Intelligence;https://kclpure.kcl.ac.uk/portal/files/125734997/main.pdf;1;;1;;0;Computation offloading to cloud;;;
Google Scholar;Levisse, A et al.;2019;BOOK: 2019 19th Non-Volatile Memory Technology Symposium (NVMTS);Functionality Enhanced Memories for Edge-AI Embedded Systems;Edge AI;https://infoscience.epfl.ch/record/272717/files/final.pdf;1;;1;;0;Functionality Enhanced Memories;;;
Google Scholar;Muratore, G et al.;2020;BOOK: International Conference on Practical Applications of Agents and Multi-Agent Systems;Towards a Dynamic Edge AI Framework Applied to Autonomous Driving Cars;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Yang, L et al.;2020;Preprint: arXiv preprint arXiv:2008.01553;E-Tree Learning: A Novel Decentralized Model Learning Framework for Edge AI;Edge AI;https://arxiv.org/pdf/2008.01553.pdf;1;;1;;1;;1;;distributed machine learning frameworks for Edge AI
Google Scholar;Oderhohwo, O et al.;2020;BOOK: 2020 IEEE 63rd International Midwest Symposium on Circuits and Systems (MWSCAS);An Edge Intelligence Framework for Resource Constrained Community Area Network;Edge Intelligence;https://sci-hub.st/10.1109/mwscas48704.2020.9184597;1;;1;;1;;1;;CAN, object detection and image classification CNN models
Google Scholar;Merenda, M et al.;2020;BOOK: 2020 IEEE 20th Mediterranean Electrotechnical Conference (MELECON);A Novel Fitness Tracker Using Edge Machine Learning;Edge Machine Learning;https://sci-hub.st/10.1109/melecon48756.2020.9140602;1;;1;;0;Not trained on device;;;
Google Scholar;Xiang, Y et al.;2020;Preprint: arXiv preprint arXiv:2002.10429;Distributed Frequency Emergency Control with Coordinated Edge Intelligence;Edge Intelligence;https://arxiv.org/ftp/arxiv/papers/2002/2002.10429.pdf;1;;1;;1;;0;Proposed architecture includes cloud layer;
Google Scholar;Custis, T et al.;2019;BOOK: Proceedings of the Seventeenth International Conference on Artificial Intelligence and Law;Westlaw Edge AI Features Demo: KeyCite Overruling Risk, Litigation Analytics, and WestSearch Plus;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Xie, F et al.;2019;BOOK: 2019 14th International Conference on Computer Science \& Education (ICCSE);Edge Intelligence based Co-training of CNN;Edge Intelligence;https://sci-hub.st/10.1109/iccse.2019.8845531;1;;1;;1;;1;;CNN propagation on edge devices
Google Scholar;Zhao, Y et al.;2020;IEEE Transactions on Cognitive Communications and Networking;Lightweight Deep Learning based Intelligent Edge Surveillance Techniques;Intelligent Edge;https://sci-hub.st/10.1109/tccn.2020.2999479;1;;1;;1;;0;Proposed architecture includes cloud layer;
Google Scholar;Mittal, V;2020;BOOK: 2020 IEEE 9th International Conference on Communication Systems and Network Technologies (CSNT);Accelerated Computer Vision Inference with AI on the Edge;AI on the Edge;https://sci-hub.st/10.1109/csnt48778.2020.9115770;1;;1;;1;;0;;deployment, converts existing applications into hardwarefriendly and inference-optimized deployable runtime packages
Google Scholar;Zhu, Z et al.;2020;BOOK: 2020 7th IEEE International Conference on Cyber Security and Cloud Computing (CSCloud)/2020 6th IEEE International Conference on Edge Computing and Scalable Cloud (EdgeCom);Research on Edge Intelligence-based Security Analysis Method for Power Operation System;Edge Intelligence;https://sci-hub.st/10.1109/cscloud-edgecom49738.2020.00052;1;;1;;1;;1;;Application: convolution attention mechanism network
Google Scholar;Dong, C et al.;2020;Preprint: arXiv preprint arXiv:2003.10737;UAVs as a Service: Boosting Edge Intelligence for Air-Ground Integrated Networks;Edge Intelligence;https://arxiv.org/pdf/2003.10737.pdf;1;;1;;1;;1;;"Wireless communication, edge caching, edge computing; air-ground integrated networks"
Google Scholar;Rincon, J et al.;2020;BOOK: International Conference on Practical Applications of Agents and Multi-Agent Systems;Towards the Edge Intelligence: Robot Assistant for the Detection and Classification of Human Emotions;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Badar, A et al.;2019;BOOK: 2019 15th International Conference on Network and Service Management (CNSM);Intelligent Edge Control with Deterministic-IP based Industrial Communication in Process Automation;Intelligent Edge;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9012680&casa_token=aYy4IobiMRoAAAAA:hn4k-PqTnT1k93KXxZcPNQ7rXMiqeRmt7eOJ5G_jgcB7tc-m1eNO0N07gJ3v3Mei-o-C1pj_Zw&tag=1;1;;1;;0;Not relevant;;;
Google Scholar;Kim, K et al.;2020;BOOK: 2020 22nd International Conference on Advanced Communication Technology (ICACT);Industrial General Reinforcement Learning Control Framework System based on Intelligent Edge;Intelligent Edge;https://sci-hub.st/10.23919/icact48636.2020.9061542;1;;1;;1;;0;Doesnt meet prerequisites of a journal paper (lots of grammar mistakes /7 citations);
Google Scholar;Dalai, I et al.;2019;BOOK: 2019 11th International Conference on Advanced Computing (ICoAC);Hourly Prediction of Load using Edge Intelligence over IoT;Edge Intelligence;https://sci-hub.st/10.1109/icoac48765.2019.247127;1;;1;;0;cloud training;;;
Google Scholar;Maier, Martin;2019;BOOK: 2019 IEEE Photonics Society Summer Topical Meeting Series (SUM);WB1. 1-FTT-5G Networks: Low-Latency FiWi Enhanced Mobile Networks With Edge Intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Mathew, A et al.;2019;BOOK: 2019 International Conference on Communication and Electronics Systems (ICCES);Intelligent Edge Security with Dynamic Task Offloading in Fog Environment;Intelligent Edge;https://sci-hub.st/10.1109/icces45898.2019.9002417;1;;1;;0;Keyword dont match edge intelligence;;;
Google Scholar;Fortino, G;2020;BOOK: Highlights in Practical Applications of Agents, Multi-Agent Systems, and Trust-worthiness. The PAAMS Collection: International Workshops of PAAMS 2020, L'Aquila, Italy, October 7--9, 2020, Proceedings;Towards a Dynamic Edge AI Framework Applied to Autonomous Driving Cars;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Naucke, J et al.;2019;BOOK: Proceedings of the First International Workshop on Challenges in Artificial Intelligence and Machine Learning for Internet of Things;Homomorphically Securing AI at the Edge;AI at the Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Li, Shancang;2020;EAI Endorsed Transactions on Internet of Things;Edge intelligence enabled Internet of Things;Edge Intelligence;http://eprints.eudl.eu/id/eprint/147/1/eai.17-8-2020.165994.pdf;1;;1;;0;Editorial not Journal Paper;;;
Google Scholar;Thangiah, L et al.;2019;BOOK: 2019 IEEE 5th World Forum on Internet of Things (WF-IoT);Distribution Transformer Condition Monitoring based on Edge Intelligence for Industrial IoT;Edge Intelligence;https://wfiot.jkjmanagement.com/papers/1570520382.pdf;1;;1;;1;;1;;Architecture for edge computing devices and intelligence
Google Scholar;Yoo, HK et al.;2016;BOOK: 2016 Eighth International Conference on Ubiquitous and Future Networks (ICUFN);The mobile edge intelligence services based on the space-specific ontology;Edge Intelligence;https://sci-hub.st/10.1109/icufn.2016.7537054;1;;1;;0;edge service platform not edge AI;;;
Google Scholar;Ali, O et al.;2020;Journal of Physics: Conference Series;Bringing intelligence to IoT Edge: Machine Learning based Smart City Image Classification using Microsoft Azure IoT and Custom Vision;Edge Machine Learning;https://iopscience.iop.org/article/10.1088/1742-6596/1529/4/042076/pdf;1;;1;;1;;0;Azure as cloud platform;
